	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0045713							D5.v1.pred_00000676-RA					
OG0045714							D5.v1.pred_00000704-RA					
OG0045715							D5.v1.pred_00000703-RA					
OG0045716							D5.v1.pred_00000605-RA					
OG0045717							D5.v1.pred_00000586-RA					
OG0045718							D5.v1.pred_00000651-RA					
OG0045719							D5.v1.pred_00000546-RA					
OG0045720							D5.v1.pred_00000628-RA					
OG0045721							D5.v1.pred_00000707-RA					
OG0045722							D5.v1.pred_00000675-RA					
OG0045723							D5.v1.pred_00000659-RA					
OG0045724							D5.v1.pred_00000634-RA					
OG0045725							D5.v1.pred_00000715-RA					
OG0045726							D5.v1.pred_00000713-RA					
OG0045727							D5.v1.pred_00000722-RA					
OG0045728							D5.v1.pred_00000717-RA					
OG0045729							D5.v1.pred_00000784-RA					
OG0045730							D5.v1.pred_00000880-RA					
OG0045731							D5.v1.pred_00000879-RA					
OG0045732							D5.v1.pred_00000857-RA					
OG0045733							D5.v1.pred_00000939-RA					
OG0045734							D5.v1.pred_00000975-RA					
OG0045735							D5.v1.pred_00000982-RA					
OG0045736							D5.v1.pred_00000974-RA					
OG0045737							D5.v1.pred_00000983-RA					
OG0045738							D5.v1.pred_00000988-RA					
OG0045739							D5.v1.pred_00000996-RA					
OG0045740							D5.v1.pred_00001190-RA					
OG0045741							D5.v1.pred_00001137-RA					
OG0045742							D5.v1.pred_00000980-RA					
OG0045743							D5.v1.pred_00000987-RA					
OG0045744							D5.v1.pred_00001007-RA					
OG0045745							D5.v1.pred_00000906-RA					
OG0045746							D5.v1.pred_00000868-RA					
OG0045747							D5.v1.pred_00001036-RA					
OG0045748							D5.v1.pred_00001037-RA					
OG0045749							D5.v1.pred_00001065-RA					
OG0045750							D5.v1.pred_00001135-RA					
OG0045751							D5.v1.pred_00001139-RA					
OG0045752							D5.v1.pred_00000878-RA					
OG0045753							D5.v1.pred_00001148-RA					
OG0045754							D5.v1.pred_00001169-RA					
OG0045755							D5.v1.pred_00001133-RA					
OG0045756							D5.v1.pred_00000769-RA					
OG0045757							D5.v1.pred_00000801-RA					
OG0045758							D5.v1.pred_00001032-RA					
OG0045759							D5.v1.pred_00001082-RA					
OG0045760							D5.v1.pred_00001339-RA					
OG0045761							D5.v1.pred_00001360-RA					
OG0045762							D5.v1.pred_00001382-RA					
OG0045763							D5.v1.pred_00001383-RA					
OG0045764							D5.v1.pred_00001386-RA					
OG0045765							D5.v1.pred_00001417-RA					
OG0045766							D5.v1.pred_00001440-RA					
OG0045767							D5.v1.pred_00001146-RA					
OG0045768							D5.v1.pred_00001044-RA					
OG0045769							D5.v1.pred_00001756-RA					
OG0045770							D5.v1.pred_00001397-RA					
OG0045771							D5.v1.pred_00001397-RB					
OG0045772							D5.v1.pred_00001031-RA					
OG0045773							D5.v1.pred_00001693-RA					
OG0045774							D5.v1.pred_00001211-RA					
OG0045775							D5.v1.pred_00001387-RA					
OG0045776							D5.v1.pred_00001590-RA					
OG0045777							D5.v1.pred_00001423-RA					
OG0045778							D5.v1.pred_00001664-RA					
OG0045779							D5.v1.pred_00001091-RA					
OG0045780							D5.v1.pred_00001711-RA					
OG0045781							D5.v1.pred_00001034-RA					
OG0045782							D5.v1.pred_00001721-RA					
OG0045783							D5.v1.pred_00001754-RA					
OG0045784							D5.v1.pred_00001495-RA					
OG0045785							D5.v1.pred_00001104-RA					
OG0045786							D5.v1.pred_00001504-RA					
OG0045787							D5.v1.pred_00001491-RA					
OG0045788							D5.v1.pred_00001508-RA					
OG0045789							D5.v1.pred_00001228-RA					
OG0045790							D5.v1.pred_00001412-RA					
OG0045791							D5.v1.pred_00001753-RA					
OG0045792							D5.v1.pred_00001494-RA					
OG0045793							D5.v1.pred_00001218-RA					
OG0045794							D5.v1.pred_00001224-RA					
OG0045795							D5.v1.pred_00001722-RA					
OG0045796							D5.v1.pred_00001505-RA					
OG0045797							D5.v1.pred_00001213-RA					
OG0045798							D5.v1.pred_00001364-RA					
OG0045799							D5.v1.pred_00001351-RA					
OG0045800							D5.v1.pred_00001406-RA					
OG0045801							D5.v1.pred_00001663-RA					
OG0045802							D5.v1.pred_00001278-RA					
OG0045803							D5.v1.pred_00001755-RA					
OG0045804							D5.v1.pred_00001778-RA					
OG0045805							D5.v1.pred_00001775-RA					
OG0045806							D5.v1.pred_00001770-RA					
OG0045807							D5.v1.pred_00001769-RA					
OG0045808							D5.v1.pred_00001768-RA					
OG0045809							D5.v1.pred_00001699-RA					
OG0045810							D5.v1.pred_00001757-RA					
OG0045811							D5.v1.pred_00001723-RA					
OG0045812							D5.v1.pred_00001556-RA					
OG0045813							D5.v1.pred_00001675-RA					
OG0045814							D5.v1.pred_00001550-RA					
OG0045815							D5.v1.pred_00001571-RA					
OG0045816							D5.v1.pred_00001606-RA					
OG0045817							D5.v1.pred_00001779-RA					
OG0045818							D5.v1.pred_00001674-RA					
OG0045819							D5.v1.pred_00001481-RA					
OG0045820							D5.v1.pred_00001545-RA					
OG0045821							D5.v1.pred_00001829-RA					
OG0045822							D5.v1.pred_00001488-RA					
OG0045823							D5.v1.pred_00001747-RA					
OG0045824							D5.v1.pred_00001486-RA					
OG0045825							D5.v1.pred_00001797-RA					
OG0045826							D5.v1.pred_00001808-RA					
OG0045827							D5.v1.pred_00001716-RA					
OG0045828							D5.v1.pred_00001830-RA					
OG0045829							D5.v1.pred_00001681-RA					
OG0045830							D5.v1.pred_00001562-RA					
OG0045831							D5.v1.pred_00001484-RA					
OG0045832							D5.v1.pred_00001638-RA					
OG0045833							D5.v1.pred_00001603-RA					
OG0045834							D5.v1.pred_00001704-RA					
OG0045835							D5.v1.pred_00001652-RA					
OG0045836							D5.v1.pred_00001554-RA					
OG0045837							D5.v1.pred_00001870-RA					
OG0045838							D5.v1.pred_00001878-RA					
OG0045839							D5.v1.pred_00001879-RA					
OG0045840							D5.v1.pred_00001894-RA					
OG0045841							D5.v1.pred_00001889-RA					
OG0045842							D5.v1.pred_00001907-RA					
OG0045843							D5.v1.pred_00001904-RA					
OG0045844							D5.v1.pred_00001920-RA					
OG0045845							D5.v1.pred_00001919-RA					
OG0045846							D5.v1.pred_00001913-RA					
OG0045847							D5.v1.pred_00001909-RA					
OG0045848							D5.v1.pred_00001955-RA					
OG0045849							D5.v1.pred_00001958-RA					
OG0045850							D5.v1.pred_00001986-RA					
OG0045851							D5.v1.pred_00001959-RA					
OG0045852							D5.v1.pred_00001874-RA					
OG0045853							D5.v1.pred_00001848-RA					
OG0045854							D5.v1.pred_00001933-RA					
OG0045855							D5.v1.pred_00001947-RA					
OG0045856							D5.v1.pred_00001976-RA					
OG0045857							D5.v1.pred_00001990-RA					
OG0045858							D5.v1.pred_00001903-RA					
OG0045859							D5.v1.pred_00001975-RA					
OG0045860							D5.v1.pred_00001810-RA					
OG0045861							D5.v1.pred_00001805-RA					
OG0045862							D5.v1.pred_00001856-RA					
OG0045863							D5.v1.pred_00001828-RA					
OG0045864							D5.v1.pred_00001928-RA					
OG0045865							D5.v1.pred_00001936-RA					
OG0045866							D5.v1.pred_00001835-RA					
OG0045867							D5.v1.pred_00001960-RA					
OG0045868							D5.v1.pred_00001809-RA					
OG0045869							D5.v1.pred_00001832-RA					
OG0045870							D5.v1.pred_00001827-RA					
OG0045871							D5.v1.pred_00001814-RA					
OG0045872							D5.v1.pred_00001906-RA					
OG0045873							D5.v1.pred_00001831-RA					
OG0045874							D5.v1.pred_00001961-RA					
OG0045875							D5.v1.pred_00001964-RA					
OG0045876							D5.v1.pred_00001849-RA					
OG0045877							D5.v1.pred_00002005-RA					
OG0045878							D5.v1.pred_00002006-RA					
OG0045879							D5.v1.pred_00002016-RA					
OG0045880							D5.v1.pred_00002009-RA					
OG0045881							D5.v1.pred_00002017-RA					
OG0045882							D5.v1.pred_00002034-RA					
OG0045883							D5.v1.pred_00002024-RA					
OG0045884							D5.v1.pred_00002025-RA					
OG0045885							D5.v1.pred_00002050-RA					
OG0045886							D5.v1.pred_00002044-RA					
OG0045887							D5.v1.pred_00002051-RA					
OG0045888							D5.v1.pred_00002049-RA					
OG0045889							D5.v1.pred_00002053-RA					
OG0045890							D5.v1.pred_00002061-RA					
OG0045891							D5.v1.pred_00002062-RA					
OG0045892							D5.v1.pred_00002064-RA					
OG0045893							D5.v1.pred_00002067-RA					
OG0045894							D5.v1.pred_00002076-RA					
OG0045895							D5.v1.pred_00002065-RA					
OG0045896							D5.v1.pred_00002289-RA					
OG0045897							D5.v1.pred_00002339-RA					
OG0045898							D5.v1.pred_00002265-RA					
OG0045899							D5.v1.pred_00002338-RA					
OG0045900							D5.v1.pred_00002347-RA					
OG0045901							D5.v1.pred_00002154-RA					
OG0045902							D5.v1.pred_00002084-RA					
OG0045903							D5.v1.pred_00002320-RA					
OG0045904							D5.v1.pred_00002298-RA					
OG0045905							D5.v1.pred_00002270-RA					
OG0045906							D5.v1.pred_00002284-RA					
OG0045907							D5.v1.pred_00002330-RA					
OG0045908							D5.v1.pred_00002137-RA					
OG0045909							D5.v1.pred_00002102-RA					
OG0045910							D5.v1.pred_00002254-RA					
OG0045911							D5.v1.pred_00002080-RA					
OG0045912							D5.v1.pred_00002203-RA					
OG0045913							D5.v1.pred_00002255-RA					
OG0045914							D5.v1.pred_00002283-RA					
OG0045915							D5.v1.pred_00002127-RA					
OG0045916							D5.v1.pred_00002348-RA					
OG0045917							D5.v1.pred_00002319-RA					
OG0045918							D5.v1.pred_00002341-RA					
OG0045919							D5.v1.pred_00002081-RA					
OG0045920							D5.v1.pred_00002337-RA					
OG0045921							D5.v1.pred_00002321-RA					
OG0045922							D5.v1.pred_00002103-RA					
OG0045923							D5.v1.pred_00002105-RA					
OG0045924							D5.v1.pred_00002353-RA					
OG0045925							D5.v1.pred_00002354-RA					
OG0045926							D5.v1.pred_00002332-RA					
OG0045927							D5.v1.pred_00002126-RA					
OG0045928							D5.v1.pred_00002128-RA					
OG0045929							D5.v1.pred_00002101-RA					
OG0045930							D5.v1.pred_00002374-RA					
OG0045931							D5.v1.pred_00002372-RA					
OG0045932							D5.v1.pred_00002382-RA					
OG0045933							D5.v1.pred_00002405-RA					
OG0045934							D5.v1.pred_00002406-RA					
OG0045935							D5.v1.pred_00002414-RA					
OG0045936							D5.v1.pred_00002446-RA					
OG0045937							D5.v1.pred_00002447-RA					
OG0045938							D5.v1.pred_00002459-RA					
OG0045939							D5.v1.pred_00002461-RA					
OG0045940							D5.v1.pred_00002470-RA					
OG0045941							D5.v1.pred_00002477-RA					
OG0045942							D5.v1.pred_00002486-RA					
OG0045943							D5.v1.pred_00002489-RA					
OG0045944							D5.v1.pred_00002492-RA					
OG0045945							D5.v1.pred_00002506-RA					
OG0045946							D5.v1.pred_00002307-RA					
OG0045947							D5.v1.pred_00002324-RA					
OG0045948							D5.v1.pred_00002478-RA					
OG0045949							D5.v1.pred_00002118-RA					
OG0045950							D5.v1.pred_00002518-RA					
OG0045951							D5.v1.pred_00002404-RA					
OG0045952							D5.v1.pred_00002173-RA					
OG0045953							D5.v1.pred_00002508-RA					
OG0045954							D5.v1.pred_00002375-RA					
OG0045955							D5.v1.pred_00002457-RA					
OG0045956							D5.v1.pred_00002514-RA					
OG0045957							D5.v1.pred_00002217-RA					
OG0045958							D5.v1.pred_00002305-RA					
OG0045959							D5.v1.pred_00002488-RA					
OG0045960							D5.v1.pred_00002491-RA					
OG0045961							D5.v1.pred_00002216-RA					
OG0045962							D5.v1.pred_00002264-RA					
OG0045963							D5.v1.pred_00002466-RA					
OG0045964							D5.v1.pred_00002500-RA					
OG0045965							D5.v1.pred_00002317-RA					
OG0045966							D5.v1.pred_00002454-RA					
OG0045967							D5.v1.pred_00002219-RA					
OG0045968							D5.v1.pred_00002505-RA					
OG0045969							D5.v1.pred_00002384-RA					
OG0045970							D5.v1.pred_00002515-RA					
OG0045971							D5.v1.pred_00002209-RA					
OG0045972							D5.v1.pred_00002205-RA					
OG0045973							D5.v1.pred_00002244-RA					
OG0045974							D5.v1.pred_00002493-RA					
OG0045975							D5.v1.pred_00002434-RA					
OG0045976							D5.v1.pred_00002327-RA					
OG0045977							D5.v1.pred_00002376-RA					
OG0045978							D5.v1.pred_00002532-RA					
OG0045979							D5.v1.pred_00002533-RA					
OG0045980							D5.v1.pred_00002545-RA					
OG0045981							D5.v1.pred_00002542-RA					
OG0045982							D5.v1.pred_00002540-RA					
OG0045983							D5.v1.pred_00002549-RA					
OG0045984							D5.v1.pred_00002548-RA					
OG0045985							D5.v1.pred_00002547-RA					
OG0045986							D5.v1.pred_00002597-RA					
OG0045987							D5.v1.pred_00002568-RA					
OG0045988							D5.v1.pred_00002522-RA					
OG0045989							D5.v1.pred_00002600-RA					
OG0045990							D5.v1.pred_00002598-RA					
OG0045991							D5.v1.pred_00002565-RA					
OG0045992							D5.v1.pred_00002554-RA					
OG0045993							D5.v1.pred_00002558-RA					
OG0045994							D5.v1.pred_00002612-RA					
OG0045995							D5.v1.pred_00002627-RA					
OG0045996							D5.v1.pred_00002629-RA					
OG0045997							D5.v1.pred_00002631-RA					
OG0045998							D5.v1.pred_00002650-RA					
OG0045999							D5.v1.pred_00002655-RA					
OG0046000							D5.v1.pred_00002660-RA					
OG0046001							D5.v1.pred_00002661-RA					
OG0046002							D5.v1.pred_00002654-RA					
OG0046003							D5.v1.pred_00002656-RA					
OG0046004							D5.v1.pred_00002658-RA					
OG0046005							D5.v1.pred_00002662-RA					
OG0046006							D5.v1.pred_00002652-RA					
OG0046007							D5.v1.pred_00002659-RA					
OG0046008							D5.v1.pred_00002674-RA					
OG0046009							D5.v1.pred_00002672-RA					
OG0046010							D5.v1.pred_00002681-RA					
OG0046011							D5.v1.pred_00002700-RA					
OG0046012							D5.v1.pred_00002698-RA					
OG0046013							D5.v1.pred_00002637-RA					
OG0046014							D5.v1.pred_00002579-RA					
OG0046015							D5.v1.pred_00002599-RA					
OG0046016							D5.v1.pred_00002701-RA					
OG0046017							D5.v1.pred_00002722-RA					
OG0046018							D5.v1.pred_00002581-RA					
OG0046019							D5.v1.pred_00002632-RA					
OG0046020							D5.v1.pred_00002596-RA					
OG0046021							D5.v1.pred_00002582-RA					
OG0046022							D5.v1.pred_00002580-RA					
OG0046023							D5.v1.pred_00002677-RA					
OG0046024							D5.v1.pred_00002638-RA					
OG0046025							D5.v1.pred_00002676-RA					
OG0046026							D5.v1.pred_00002717-RA					
OG0046027							D5.v1.pred_00002719-RA					
OG0046028							D5.v1.pred_00002761-RA					
OG0046029							D5.v1.pred_00002758-RA					
OG0046030							D5.v1.pred_00002760-RA					
OG0046031							D5.v1.pred_00002773-RA					
OG0046032							D5.v1.pred_00002783-RA					
OG0046033							D5.v1.pred_00002808-RA					
OG0046034							D5.v1.pred_00002807-RA					
OG0046035							D5.v1.pred_00002810-RA					
OG0046036							D5.v1.pred_00002840-RA					
OG0046037							D5.v1.pred_00002845-RA					
OG0046038							D5.v1.pred_00002844-RA					
OG0046039							D5.v1.pred_00002848-RA					
OG0046040							D5.v1.pred_00002842-RA					
OG0046041							D5.v1.pred_00002851-RA					
OG0046042							D5.v1.pred_00002854-RA					
OG0046043							D5.v1.pred_00002857-RA					
OG0046044							D5.v1.pred_00002874-RA					
OG0046045							D5.v1.pred_00002750-RA					
OG0046046							D5.v1.pred_00002839-RA					
OG0046047							D5.v1.pred_00002779-RA					
OG0046048							D5.v1.pred_00002754-RA					
OG0046049							D5.v1.pred_00002816-RA					
OG0046050							D5.v1.pred_00002756-RA					
OG0046051							D5.v1.pred_00002841-RA					
OG0046052							D5.v1.pred_00002883-RA					
OG0046053							D5.v1.pred_00002813-RA					
OG0046054							D5.v1.pred_00002861-RA					
OG0046055							D5.v1.pred_00002766-RA					
OG0046056							D5.v1.pred_00002784-RA					
OG0046057							D5.v1.pred_00002785-RA					
OG0046058							D5.v1.pred_00002823-RA					
OG0046059							D5.v1.pred_00002865-RA					
OG0046060							D5.v1.pred_00002755-RA					
OG0046061							D5.v1.pred_00002804-RA					
OG0046062							D5.v1.pred_00002757-RA					
OG0046063							D5.v1.pred_00002743-RA					
OG0046064							D5.v1.pred_00002742-RA					
OG0046065							D5.v1.pred_00002884-RA					
OG0046066							D5.v1.pred_00002894-RA					
OG0046067							D5.v1.pred_00002891-RA					
OG0046068							D5.v1.pred_00002898-RA					
OG0046069							D5.v1.pred_00002906-RA					
OG0046070							D5.v1.pred_00002908-RA					
OG0046071							D5.v1.pred_00002904-RA					
OG0046072							D5.v1.pred_00002909-RA					
OG0046073							D5.v1.pred_00002914-RA					
OG0046074							D5.v1.pred_00002913-RA					
OG0046075							D5.v1.pred_00002915-RA					
OG0046076							D5.v1.pred_00002917-RA					
OG0046077							D5.v1.pred_00002916-RA					
OG0046078							D5.v1.pred_00002934-RA					
OG0046079							D5.v1.pred_00002956-RA					
OG0046080							D5.v1.pred_00002972-RA					
OG0046081							D5.v1.pred_00002971-RA					
OG0046082							D5.v1.pred_00002988-RA					
OG0046083							D5.v1.pred_00002983-RA					
OG0046084							D5.v1.pred_00003007-RA					
OG0046085							D5.v1.pred_00003016-RA					
OG0046086							D5.v1.pred_00003061-RA					
OG0046087							D5.v1.pred_00003064-RA					
OG0046088							D5.v1.pred_00003077-RA					
OG0046089							D5.v1.pred_00003080-RA					
OG0046090							D5.v1.pred_00003091-RA					
OG0046091							D5.v1.pred_00003103-RA					
OG0046092							D5.v1.pred_00003119-RA					
OG0046093							D5.v1.pred_00003147-RA					
OG0046094							D5.v1.pred_00003169-RA					
OG0046095							D5.v1.pred_00003193-RA					
OG0046096							D5.v1.pred_00003191-RA					
OG0046097							D5.v1.pred_00003206-RA					
OG0046098							D5.v1.pred_00003221-RA					
OG0046099							D5.v1.pred_00003217-RA					
OG0046100							D5.v1.pred_00003251-RA					
OG0046101							D5.v1.pred_00003260-RA					
OG0046102							D5.v1.pred_00003323-RA					
OG0046103							D5.v1.pred_00003299-RA					
OG0046104							D5.v1.pred_00003302-RA					
OG0046105							D5.v1.pred_00003329-RA					
OG0046106							D5.v1.pred_00003331-RA					
OG0046107							D5.v1.pred_00003343-RA					
OG0046108							D5.v1.pred_00003352-RA					
OG0046109							D5.v1.pred_00003354-RA					
OG0046110							D5.v1.pred_00003362-RA					
OG0046111							D5.v1.pred_00003364-RA					
OG0046112							D5.v1.pred_00003371-RA					
OG0046113							D5.v1.pred_00003370-RA					
OG0046114							D5.v1.pred_00003377-RA					
OG0046115							D5.v1.pred_00003380-RA					
OG0046116							D5.v1.pred_00003403-RA					
OG0046117							D5.v1.pred_00003413-RA					
OG0046118							D5.v1.pred_00003480-RA					
OG0046119							D5.v1.pred_00003481-RA					
OG0046120							D5.v1.pred_00003490-RA					
OG0046121							D5.v1.pred_00003491-RA					
OG0046122							D5.v1.pred_00003495-RA					
OG0046123							D5.v1.pred_00003496-RA					
OG0046124							D5.v1.pred_00003524-RA					
OG0046125							D5.v1.pred_00003544-RA					
OG0046126							D5.v1.pred_00003557-RA					
OG0046127							D5.v1.pred_00003574-RA					
OG0046128							D5.v1.pred_00003584-RA					
OG0046129							D5.v1.pred_00003585-RA					
OG0046130							D5.v1.pred_00003591-RA					
